Country,Region,Year,Water Source Type,Water Treatment Method,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Diarrheal Cases,Cholera Cases,Typhoid Cases,Infant Mortality Rate,Access to Clean Water (%),Sanitation Coverage (%),GDP per Capita,Healthcare Access Index,Urbanization Rate,Rainfall,Temperature,Population Density
Country B,East,2022,Lake,Filtration,5.362635617230183,8.03878351558857,6.636187820480144,6.9224987242136065,42.516392355769305,13.405109845427404,57,0,5,2,1.231146827718399,99.62136861580338,95.88964305029683,11196.763638703558,65.41216173406309,36.077500121630266,2818.741166196062,38.97113382859746,1607.2800701108297
Country C,West,2021,Spring,Chlorination,92.24677247776484,7.109080397159627,9.66917355439813,8.70755649085195,39.20325832802465,10.24354364296868,233,11,14,28,29.461480986423272,88.59575639262022,49.4796233647436,9444.106741897498,25.423276723294475,48.254054155302164,2805.2397786188226,17.56082006114697,148.5803984705375
Country C,Central,2022,Piped,Filtration,64.14758577938767,8.378796021610208,1.2210793388158192,7.8912519673653065,1.104384265642533,5.53973903684446,465,64,5,25,29.21743677571216,69.85602689687698,70.71058374903416,14340.019676821725,48.711457833155634,89.0252062852471,1219.047455832775,21.910971096356615,4201.556816908602
Country B,West,2021,Spring,Filtration,21.51530932153374,7.7271129181588,1.8996211612961256,6.8719897876106675,25.50196450432868,8.997922503316094,196,93,13,4,10.637580622111503,64.15621138737123,43.707367259262426,16463.117852892225,30.932382342033193,26.177713514197094,1463.0887496746607,16.54548662237401,4631.662488881338
Country A,Central,2018,Spring,Filtration,38.82782242987103,8.022995664047581,2.8825286358510938,7.2430643593317665,43.80041817109081,0.020565223213127037,310,84,16,12,33.043223646790864,49.2813612456664,97.70422645846158,1254.2140342567475,99.99667649254374,16.057973940421142,1941.5566347324566,11.699808995288736,4096.746937534997
Country A,South,2019,Well,None,85.11286927566987,6.152282708160422,3.5245304737252336,6.769731777431774,19.89661138189458,13.823028320448081,36,24,16,9,5.368484245873456,76.8265605581905,43.971516640620806,14778.60826871209,39.532308807991434,81.85273684661429,2089.4178968958013,29.66661918653263,3643.3330599631104
Country B,West,2022,River,None,86.83292057772523,8.167149293300515,3.638966324353187,8.063326875273127,15.637378905706667,5.49689329449664,497,97,9,2,44.91760581250414,49.054987721548535,85.27511005961213,5996.66963548688,40.85869480969845,63.84496518055983,2150.417993459376,14.978924765908515,3148.892222603919
Country C,Central,2019,Well,Chlorination,61.38824085723885,7.683762685017886,5.931419062093559,2.135084613765714,22.971430357661117,7.620518258686344,89,31,7,25,44.965800378482015,59.257918337359776,78.5257318620123,18730.179563940037,46.45234373754641,82.30256048866656,2199.714095045302,23.852313180368625,1685.2229291572946
Country A,North,2018,Lake,UV,67.2944628038302,6.541296078306894,0.4799864711711821,2.1131454136182652,29.436971709609544,1.0098738424499576,285,28,1,17,18.805288036817696,45.213700715805196,67.45181708939745,10668.57288384925,89.31740637363768,24.000668716358522,1706.302677990716,29.086384041409982,2402.913066017809
Country B,East,2020,Lake,Filtration,53.09755328210029,8.851629999186581,3.999489650354191,2.375656470120096,2.086630757800678,13.648496134461222,85,17,14,20,45.906356191461384,58.05579081410484,41.2236520959928,7894.274866639274,56.188552167601934,85.20098236080393,682.6731409223928,35.633048384665905,1920.741185981801
Country B,North,2021,River,Boiling,64.46181357769576,5.909656471204351,1.861488753913314,2.190394397938202,31.96590195396494,10.260087875809605,267,14,13,17,1.4740146869917314,68.58335966126121,32.97106075144632,11083.999445982236,10.154288574052096,36.254782207273266,1240.9604349765953,31.911052733384288,4501.37056291108
Country C,West,2021,Spring,Chlorination,20.073761942462298,6.628600757905989,0.5891672451583629,3.5155854076367437,13.482878810247051,14.527837807622689,322,47,11,25,16.417815560745414,98.78458990657498,47.6885258870616,8078.129953074236,27.719591435576664,76.85185750522555,2979.942666890174,36.18309453503163,2761.5287891530024
Country B,South,2023,Lake,Boiling,83.71152396620599,8.074453209022142,9.325604573323835,11.14049631970838,0.3483285410481707,0.4580804099462088,236,92,12,22,29.777265082500314,67.84778593822757,37.101822452423924,14033.442081914814,57.62234771490253,11.577778330653326,1007.462032904307,38.575247849478004,4300.519218453604
Country A,South,2019,Well,UV,67.53588299072216,6.570032037647778,1.5591393472502824,3.8394935346667065,9.36837735018537,16.57963681953683,12,29,11,22,6.623299430571089,89.3706219171377,61.263343018006566,19496.385754652318,58.87868299029807,14.432680425531137,1132.5288834608714,12.029466708887547,1148.0565483961582
Country A,East,2023,Lake,None,83.96014508553746,6.3686138653719375,4.424892096589033,7.534292534839603,12.98484031993144,6.987816325512563,493,85,7,0,1.962043428475585,46.6818459180991,69.77902778123728,16685.2820788483,80.20386191851583,47.24982366639789,2760.3497021976505,24.927347495526284,2295.153719197602
Country C,Central,2022,Well,None,60.954684730388784,8.536572825730277,4.101392171451317,10.017436066477345,1.97101223733111,13.965118113468364,208,10,18,26,31.364570444751273,53.11842440418799,41.55157633839718,8394.483127604819,51.82701887275917,72.50815862567197,2059.326601861955,35.298161795082095,2376.8718200025614
Country C,East,2021,Lake,Boiling,75.0917442090723,8.073536791875043,0.8951279662775624,3.454761733558567,35.911011767416824,14.75296523949483,193,52,15,3,15.810630614397425,40.792996780762564,42.00801689094452,12951.53365467982,71.69123865031055,16.60026681081206,1980.3883956945303,17.727031493709617,2205.267762099455
Country C,North,2020,Spring,Chlorination,90.97851018041739,5.520383812740219,9.026100017481859,2.9797654857937985,30.423238083463787,17.475818391522196,461,64,12,22,12.042451832786739,42.96487317866167,81.64292858588144,1073.485266205192,47.06833969620007,57.128264709191654,2485.7218232491523,20.45836951056544,3517.4986251292416
Country C,East,2021,Well,Chlorination,89.85988058464358,8.943518924903827,4.96355996823664,7.129816184547354,42.22570393873459,7.963569360676434,374,107,0,26,23.17420462623634,78.53581188858044,42.444610682747964,18712.959373543556,25.868685487816368,19.13429559148807,511.9556173560426,17.13441522203829,3968.882085253588
Country B,Central,2023,Spring,Boiling,20.356951644275757,6.197917412685623,9.187342566220499,2.8621393597283222,24.48873726336394,0.8778238060609822,428,85,3,4,17.490261663656863,88.47471957570502,88.67153010707526,15890.917623739717,96.63480634907685,33.52577003590074,1753.514203058929,33.31540397405328,1194.7296383012113
Country A,North,2018,Spring,None,84.09960357950868,7.427985636109561,9.200731123061617,11.011893562324046,36.47109574520008,13.163800009214096,337,116,14,13,30.2084297867757,51.723853420726584,56.288492999568106,7684.2536924547985,46.455167455190484,52.8965843142278,2288.452013006211,35.468425987484,4466.507453413734
Country B,North,2020,Spring,UV,30.579466744455953,5.826135955232964,8.090636502210732,10.436748857304792,38.5788525159013,14.298175978334944,166,31,15,25,8.66089589438509,51.09923535099412,80.82905466170905,12758.937283207933,99.07091083927465,73.15025071151513,773.2393702110944,32.02423114325903,729.6922558266417
Country C,East,2020,Spring,None,17.85360960022836,6.443293183583498,3.6757696558483612,2.550711129107073,46.52112210982076,14.983816603332905,244,79,14,20,47.045392391459146,66.61832851327868,32.66224283207925,6468.827613909835,50.42689071169859,71.56625140951833,2200.551286419097,31.73003866442784,270.03637411689886
Country A,North,2022,Spring,None,82.81282113140057,5.584269151923248,9.631755692096451,11.148154063035015,35.83139369157903,4.386586462439599,203,66,0,23,45.232324925993225,98.6921929960948,65.9268255096996,18087.446704784772,38.55863007303854,65.46001971703043,2470.1667124847345,17.77008985620848,4760.022820097811
Country C,South,2022,Spring,Boiling,93.55348982727602,5.100988994693353,6.310327771562156,3.2614802260051485,16.741635401078312,10.165916696944562,476,72,1,1,36.574434924072946,63.95895664405906,49.525160771616704,12120.135291172217,93.843136789175,71.79977939514684,2884.903920938239,10.884223568240186,3807.993382660782
Country A,West,2021,River,Boiling,10.124471596734729,8.055781903170532,6.317392774963434,2.796868194830298,27.589381285985958,7.54232302831741,52,85,0,16,13.956611362997446,91.8161197246475,49.15589476622096,8841.381570280664,82.4782298434053,41.181200469042516,1040.6154286347187,35.39128341717591,18.356925745740423
Country A,South,2020,Piped,Boiling,25.49107995011539,5.556194869388108,7.489778875563012,4.287761575598148,11.351239328726065,8.651795254034857,235,90,17,19,18.857716454571694,46.42791191461493,38.085787451138586,18095.07867091358,86.64623145273761,80.5246234923514,2976.9307648392637,17.170989976086233,916.843162493128
Country C,North,2023,Well,Filtration,64.69625501373339,5.582802324699017,6.94278346600218,11.21578640978926,8.872104697580996,1.2532451335009176,191,68,7,18,32.513490100392275,83.98829823193881,82.23322166636791,3041.1295510466634,40.62116665777993,42.59046615807983,2974.8885995704873,12.541385534995541,2056.603145993764
Country A,South,2018,Well,UV,13.064077543131425,8.760805477335653,3.6016402912655088,7.930609852102164,38.92339945070572,3.316517107557373,145,65,18,20,8.792404360528034,81.39428678700114,76.11067170074034,12832.734139134482,52.51164405622387,30.138803627935815,2010.3205840114972,15.460707783880459,4481.983554833322
Country B,Central,2018,Lake,Filtration,72.89870744095289,7.618221910096869,1.081299327607378,6.978152922987816,40.42496704167543,9.24175002275313,311,113,14,29,34.4450141948598,43.76971260856304,81.16263909416784,10478.016350815617,10.587498826680653,50.36432836183665,2041.7877130983113,25.67369026523012,2569.770067022213
Country C,West,2018,Well,UV,7.407209820560279,8.426190046930412,9.541000076835491,2.487968617091866,45.54683215307115,2.6680741375742967,165,60,4,10,22.862481262921325,73.93878634884135,61.28981608827093,17028.431872141526,8.993077832804076,37.03865221527323,1344.1601395593666,38.80079561399195,3192.753647869629
Country B,Central,2021,Piped,Boiling,60.39786561445045,5.6208881502478505,0.4613903874263059,4.886515520005412,48.965414212403324,15.773604692218797,87,45,14,24,27.002080864161083,43.71742195219229,83.08761788720169,15303.467368917618,13.231616422652836,53.09642605300178,1300.1577643327732,31.370885647306963,3457.927986793622
Country B,West,2023,Lake,Chlorination,88.99111744510621,7.597718484475056,4.321337074199639,9.137852984553918,9.574055514900031,7.353694070029304,58,34,17,6,16.611956846734177,80.08471509575958,94.2606236651755,5463.067904209694,44.01847811114623,55.71094474757315,887.1707471400546,15.688257825026799,166.22830142665296
Country C,South,2021,Piped,None,67.76072041509434,5.19173702293905,6.051012671624464,5.429165110898937,5.533799818366064,19.89732334945559,464,112,1,12,39.60811231829942,83.63923138194595,85.7879660545709,14967.481841687582,54.31773838743933,11.575263000070501,2286.68682555114,37.06579532094814,1550.2973230955847
Country B,South,2018,Lake,Filtration,47.91267420871933,6.845288587943902,6.834728377768719,6.843332815085497,22.07347496327754,18.536802287173636,401,116,6,4,26.46213825089565,44.34387790296926,71.85465781087669,11987.975391973563,90.45627677731645,77.5601732351969,2704.1250519973833,18.475405927192917,83.19858385844816
Country A,North,2023,Piped,Filtration,43.74660979385469,5.223759645359398,4.603002073628698,6.139134300869993,39.69731268485672,14.29492781256625,232,10,5,29,0.3782742390160909,76.76933342488502,95.94522241832998,5032.686993458923,69.29072872636107,27.387734888926694,1416.0055962225372,17.554560354822033,372.77249134688395
Country A,South,2023,River,Filtration,27.750973547807057,5.318754077586178,1.8480029362958184,8.740205319131434,3.6981678537535756,4.184845796453391,397,119,2,25,45.15384433229762,49.18686087547304,74.9541887949256,2561.165156408827,86.8154934133857,65.17798286711493,2853.4222125350097,29.857956266669458,3718.9412932346777
Country C,North,2023,Lake,None,15.57940172683907,8.937442718174541,3.298163792514226,9.568220205747675,33.16732901468662,3.0540733660579367,112,0,15,7,27.90762573415,96.94325741640867,43.08533067173475,15620.558423419936,39.13224484178113,66.96117916381633,2047.7901427467352,23.203926566320007,885.3359058020868
Country A,Central,2022,Spring,Filtration,73.33594793068599,5.746372901135384,3.8307373345360993,2.7309241939665756,45.60209971437876,19.83341093012828,438,129,2,14,21.29447016229426,65.90566944105848,80.95587605594483,5734.6569893001015,50.68277375635998,22.237245427978827,1306.9375749446021,36.97878268503649,1372.261110371073
Country B,South,2022,Lake,Boiling,32.156711345159074,7.00924808878578,6.967452127203928,6.739627552438841,2.045771485009645,8.063735332908221,392,88,16,17,7.986122304955728,58.56153850431524,45.620241132008516,3194.892253187398,98.84604697151406,66.93013284099476,1601.1910043027713,30.005168373482842,4293.424402727765
Country B,South,2018,River,Chlorination,80.1574952923835,6.24734017664,9.804984910155806,6.380875510961842,22.320694041348833,15.9544455993911,349,110,3,24,42.98844038139782,78.42308216171456,62.90681125869869,16692.65658208498,70.49358548808901,81.00224758348497,1909.525465127493,28.932312282263194,2311.644999518254
Country C,South,2023,Piped,Filtration,45.686819116718915,6.52908608700168,5.4701185322544355,5.7457698223720515,36.79953883547379,0.9885503528900741,378,39,15,8,32.58724313287576,46.20841461255626,82.49931569084745,12901.517292964874,4.172546800270116,43.8475714011247,1706.4182364995625,18.8838900252333,4164.268860126597
Country A,South,2019,Spring,UV,61.70431796924881,8.801763690931418,8.860599285768066,5.908545274184089,19.33775350541155,4.899714629987999,498,40,12,5,33.76000822427162,91.30955592381251,97.4134363657299,7765.888823097171,43.05685293624184,52.232932383147805,1660.9746831295113,22.66973508126877,2256.63809421281
Country B,South,2022,Spring,None,70.60462802019177,6.112977348465515,8.04353271102532,7.232930961023705,44.03086759896125,3.622109494538941,438,95,3,15,30.58809719556414,66.66437111906292,89.96536602810431,11356.506810148236,56.99716225267816,59.36778328284709,589.2124140329839,35.792144388128975,1744.6435927477578
Country C,West,2019,River,Filtration,60.88490223466007,5.25826356550801,9.501169285765819,4.08208070083924,35.011080863726775,7.125788472942645,165,78,2,12,2.431779438259074,64.10319529040697,66.99733986432622,4211.881879360442,17.080299348414485,54.337641996118144,1063.3757846358285,13.209236922327936,3304.5575451721775
Country B,West,2021,Well,Boiling,23.121853914205225,5.529907315647919,9.90338861996668,5.306954958983734,45.7245060185098,14.923207851840615,468,101,14,26,49.713000568104,41.45320445039934,72.14457039123002,3887.3653971879453,61.85701903701485,77.14424050971397,1780.248015851823,22.44607822802478,4807.02697268368
Country A,South,2021,Piped,Boiling,22.718035912716516,7.07698282249752,9.291029983583481,9.523596661067309,4.145060845273485,14.710665390885104,205,78,18,5,0.5927727162003016,82.58359856702063,45.7091724578643,2770.646339651022,22.72433929808505,48.10871699436811,1398.8075645119402,15.878977745506823,1256.7045547334012
Country C,North,2018,Lake,None,58.95145619157424,5.967244504747795,0.2643178652121314,2.1273318073041176,4.4153330379376685,2.52363668604338,262,58,16,5,46.857091435399624,59.39620356966469,77.02730334286008,15542.3262866415,41.533121787245044,28.520166486125007,688.0903702492212,10.738332804773448,2223.0908306555607
Country C,North,2018,Well,UV,85.74926678302886,6.715601497646112,8.216465903003506,11.5917997310844,27.19719901012158,16.691414909775308,22,25,8,9,12.424299666395788,86.58775551572258,71.89860880045164,13053.689531733917,6.652126728346497,24.29330422496769,2954.378134743907,14.692224488207255,4150.827598286898
Country B,East,2022,Well,None,79.02657388176331,8.358063726877276,2.1058568721914304,3.0988219949201716,4.333768397093952,5.726228986984047,463,61,0,15,37.215966719866714,76.55634483071258,55.63379536806001,12934.641398665304,81.28596155137006,27.35278807411052,590.335233235157,20.896814559846113,1165.0329959100286
Country C,West,2018,Lake,None,33.79820996952774,8.939086401537729,3.817114942645695,4.345222697598658,20.28514045448766,1.0222801353386113,20,0,17,7,0.16052324210197866,71.1281420177994,72.08369326910474,15732.714105079998,61.61728987788388,17.77993229224049,1104.0477786877486,38.03659285720367,2988.517288870351
Country C,Central,2020,Lake,Boiling,55.349827834392165,7.541539306360857,7.574306121627195,9.401219020751432,38.5626119013733,14.199536281889669,146,81,4,7,33.65714769531916,94.28859048964667,79.06435856535066,14952.611284399762,54.23364577155413,66.66978798971681,533.2949663644566,30.15216682031032,260.5259796294288
Country B,East,2023,Spring,Chlorination,93.86185775681484,5.561552448897506,9.71929952252084,7.269932359088476,9.205709299473568,13.352287788652252,278,98,3,5,30.49064296870567,68.60557326972113,91.17184751535552,9963.89790429292,9.70993084537839,52.648646531825776,2914.251586333862,11.045423244939307,101.10526128465575
Country A,West,2019,Piped,UV,8.355548197219687,6.223529551494608,5.515094615791087,3.9940344037981217,3.1036692858934343,11.460195378787134,409,48,9,24,18.208672732229005,72.09623899804546,75.49634470088333,14338.539033652534,39.18118331468021,86.50602131175378,524.0154944281418,33.36923584646574,1256.5298329204022
Country C,North,2018,Lake,Boiling,55.58142015047001,8.333772745308767,6.339798720242103,9.376706945940755,49.654856675117834,3.2977336649609246,275,18,7,27,26.233509910207843,99.30153946130994,91.93846363745291,7947.8301519497245,26.357378065333947,74.87955385010552,905.9095117013808,35.038060771174216,2849.2112341804705
Country C,West,2019,Lake,None,86.66131980587174,7.790852666821676,8.832292598109445,8.138269253063854,0.47354678207151557,1.9889941853492044,162,97,10,6,35.111925516183454,57.18399741745605,45.170571419842716,6917.51246816614,90.04550804589799,34.463297722067466,1049.4698646592146,23.074270680718755,1296.605234587795
Country C,West,2022,Lake,Chlorination,68.91367870114038,8.639364254570054,0.6283574256864355,4.994099967369172,15.385322944333263,14.872775855921114,92,68,18,1,46.17206225431128,72.01506850678547,62.435456939895424,11067.309612922349,62.75156297163152,47.147455716688654,1193.4448067084963,31.036335843655557,2845.995935351756
Country A,North,2022,Spring,Filtration,70.90850034453587,5.415419637755946,4.299547107059327,11.04363392809543,47.667919818225414,8.807556832160406,137,47,2,29,37.40242089851907,40.29100119983332,74.95301123479204,15231.977532908548,10.820630593572877,68.58999974051049,2398.882961691641,20.165163112049235,1872.4872377360036
Country B,Central,2023,Piped,Chlorination,59.52028336487505,8.925240164538627,8.152549400586496,4.553992792548411,9.131352733171989,6.763613253780769,411,52,11,29,31.57290380840224,99.0576818597346,56.082827066910724,9788.421639545952,55.87504110261868,51.88209114425859,1491.1514800848672,37.689540242654836,4412.864544616518
Country C,North,2019,Well,Chlorination,97.84019758095201,7.986341923032022,6.8454193109651555,9.447216786008672,39.59608117981456,19.68888976736753,290,60,9,11,21.626421708920716,66.602983283913,55.737239172148534,15100.352881145618,47.54192051331463,85.65644065833888,2108.6281992657905,33.185949395870466,2861.7490242801077
Country C,Central,2021,River,None,98.04975174599377,6.483006368355342,7.669835680561742,10.926436373753258,2.4409747721927277,12.044475689598276,498,89,4,18,25.347151247159516,54.820207383921684,49.251037345677986,6067.346584258983,47.79815719105608,71.48226713585655,2972.1699702011924,25.022149872322586,3096.349448024366
Country A,West,2022,Well,UV,4.7784139200381714,7.865457478103693,1.4591964022265358,11.237231190832787,1.4862089028403414,7.751887704164249,403,49,5,9,11.650165524680677,84.14741497690969,90.9242808586223,6591.589452577589,1.7201876584778564,21.38640534944023,529.073773734066,15.866057815663098,2008.9757472597987
Country C,Central,2022,Spring,UV,62.73746982551093,5.031919509149539,5.816160197983748,2.833515842503658,9.857692509192246,10.934596826260645,16,29,5,13,31.014600198612975,45.56080938758985,35.27142004153251,5740.3074498965525,76.0955112085135,44.9771584484304,1488.4986783254062,29.12822952057261,2270.1715148744424
Country C,Central,2020,Piped,Filtration,94.97023059398562,5.001578873386849,8.049779718602926,11.494241765315675,47.805242632249886,4.425073257539229,224,81,15,15,42.74247760801412,79.14618535587006,71.693187909984,10806.912894545618,87.35139645816346,72.12049966225932,658.8425294873682,17.14476024743287,2152.334341448048
Country C,West,2021,Spring,Chlorination,9.837723875638781,6.823327276466587,6.6823584297266105,8.400100763483081,20.488976863338998,2.8057657779052603,134,77,19,20,1.1832967230698044,63.73090774907569,48.28322234000204,16636.13328259816,82.2171517720803,17.67930249695226,2478.9490655225472,25.587743944899806,2124.318553643618
Country A,North,2020,River,None,74.66595370783273,7.739541316299714,6.723137811060833,7.975759824912536,27.672551336144814,9.310799250799205,62,33,8,4,32.04575452946414,44.488848948639315,56.824829932440714,4451.519649496684,16.66834968352281,71.40292834624208,2925.278661188197,37.585108698705085,2892.0555561104784
Country B,Central,2022,Spring,Filtration,13.075071705661435,8.59303430838482,4.911924884868495,5.650262620166824,47.192043660930366,4.006625186134654,406,78,14,23,16.754756138883664,70.55585419300687,91.77024775271232,13175.708496769477,73.12879705090288,23.622811739005385,1716.3266934235041,16.19047756596718,2984.8523150824603
Country B,West,2019,Piped,Chlorination,29.54028881620514,6.712843282005162,8.050950884574629,5.8687213853457445,41.489662556342125,4.72765097708611,350,103,9,9,44.26083582009202,58.32671615610428,74.93828234305892,17382.745175015676,85.93559690826848,44.13446134898399,1960.3398788054965,14.197816726882445,756.9255063681746
Country C,East,2022,Piped,Chlorination,49.07107073375225,7.279250102238178,3.948281280318561,7.609473282358901,30.0943013946186,13.502496119719812,288,72,4,23,18.55105326005243,63.868631520886666,85.39928787690663,11821.543976478797,16.807648790886475,83.19381529047985,1873.2749814946258,18.394423122526213,4180.233034472615
Country C,East,2022,Lake,Chlorination,76.87134675486178,7.889669359748053,5.594290178593248,5.994388816459224,0.15284559636218886,9.576547785096414,304,22,15,16,40.80652141430525,57.8875500369406,30.935962008505367,2934.104493495877,48.43482370134614,67.34619215997981,536.3806669554523,38.50845672891532,4309.382887553525
Country C,West,2022,Spring,Boiling,44.43036222519087,8.771057246199902,6.22614708454838,5.506823064043758,4.5113174315068,4.406671701799243,196,56,10,5,41.598935045557255,66.4872199621396,33.231038741281466,14809.726575944427,15.231912745657262,60.21004529378758,1442.1018415780877,37.7152017695301,3075.168849737535
Country B,South,2021,Well,Chlorination,0.7077311418596244,5.955974204408953,6.2178317682482,6.878482154346528,16.538854056979112,18.3513716138679,276,30,12,9,43.29630909783835,68.51985661108749,47.44877553673934,19521.9834972337,87.73381180020462,48.42828728931346,2078.7570414267266,18.60999513994429,1979.0082881174858
Country A,West,2023,River,None,35.73262154688746,8.819064399171587,6.061250321388348,6.306315361228642,21.445254507386014,13.672643035832033,382,50,1,25,8.700662254405616,41.818776777808665,73.81600781640319,6186.82454824737,8.080414893247578,18.549669218699094,2923.5988839234974,32.38362060814532,1328.3865674718552
Country A,West,2023,Spring,Filtration,31.391311017962742,8.247656429723968,3.6208365325004466,10.423806580139644,17.05874121409475,16.20768959575133,138,8,8,11,4.369849978498502,86.45197495223341,81.8343870289024,10077.046253993643,64.49664524076695,15.720469115532723,2056.0957781317106,20.307756664913086,2918.171085864494
Country A,North,2018,River,UV,10.949230949881727,5.640511926448911,8.459389181910186,6.6782168803664455,11.706958225021452,19.905102880097875,69,20,9,0,31.25992239416312,50.42078682357577,91.87665380463471,19364.014723685304,69.70326623168009,59.88283647249717,1552.504768373611,36.54747425863239,2132.048931129582
Country C,Central,2021,River,Boiling,50.18226384427729,7.050422715212082,6.586800251864902,9.970736399527611,14.608633451253677,17.856206654264042,304,105,18,20,10.485087022361633,71.33183527621141,98.76380452748273,16617.047274190398,27.796508776102336,73.6376040831767,2667.5132011228375,29.664238273187838,4592.555612936165
Country A,East,2018,Well,Boiling,47.9209283395529,7.780574458265014,9.605393262589532,4.708264526536308,39.20083116092202,12.453922368933839,425,67,0,12,1.6732164090704105,86.77477096498929,81.4924917914903,3185.7629874434597,47.385850511934756,58.42439285525725,996.2681905362717,33.17948374679253,2551.6752255412266
Country B,Central,2020,Spring,Filtration,41.85856552566166,5.3633635178390655,5.294717442407134,9.220051531071459,4.648014494394426,14.87870360422443,55,9,4,1,6.590895863379381,67.80287243910809,89.80037048694575,16725.236879036624,7.640830475376048,35.4734046057755,1461.4152675626915,23.64269392258322,2078.060196313713
Country C,Central,2022,Well,UV,53.16637955431551,8.182760986778913,3.6520678539268103,8.917831910561912,16.8959473579143,11.464181700255399,482,107,12,22,40.2322053194411,45.59823831925218,62.060132865157385,17958.59824265599,87.21832484955408,11.215850782404155,877.3112126277223,35.616547977122224,1887.1655755033667
Country A,Central,2022,Piped,Chlorination,4.748339952818858,6.865752381400981,1.2652760887168546,11.809189342482092,0.2673735161837776,6.2078163747672725,129,48,10,17,12.319624816936914,76.72429024327451,36.97962994038408,5274.342449558842,88.38054074263921,23.01682078277838,2744.647089368405,35.69434752788692,4350.480824436585
Country C,East,2023,River,None,38.870466223104074,5.102747434219795,7.992886033398592,4.279184462371031,6.490571848907706,5.853054471487886,185,32,5,19,44.24465518464273,71.15244117003256,44.612791498270354,8631.463405289818,41.90508218768918,59.475579897675445,1247.334831946534,28.180273557090285,2377.1977395641175
Country B,South,2018,Well,None,86.15656142024713,8.487064391353083,3.3669994721811323,3.012581416854469,0.20920017386961698,2.1410367539277697,16,30,0,19,35.21355316488307,71.73592975561766,69.92711940601887,15865.740444836478,49.282834923450025,39.38504708457759,2072.438990434216,18.659033670532818,3423.665468573653
Country C,Central,2023,Spring,Chlorination,8.35501423152467,7.681483323500616,1.3652918182001883,11.53325360026138,26.428001572508848,1.6646787701556098,405,111,15,17,43.77620415929454,48.81932856456365,73.58294899663477,2474.8184200415535,79.16602728940948,45.16431269094217,2890.814200018684,33.492356440287004,2681.9946190766127
Country B,North,2022,Well,None,20.6503735277492,7.597806210699481,0.48090381427675855,10.254923939443454,45.692380619149084,1.4978209035254597,150,52,9,20,11.698228555361412,56.74561320899074,67.7206435106061,19391.28085646669,64.71301301822456,38.40758408454231,1535.8939532280035,30.709689978678924,1942.510815258783
Country A,North,2021,Well,UV,89.68934869758186,8.927369463160144,1.1145943051134122,6.350277572389868,3.0392963330474307,11.056356196553628,156,76,1,27,27.77779325849419,81.49806742559574,63.98891333187621,4582.7474781721085,33.7899763446159,71.18009804401413,1076.626242937085,12.51478247579307,4423.961071840077
Country A,Central,2020,River,Chlorination,7.1138167005971535,5.903909376211157,6.117573546264548,7.59531487188179,24.222847873553217,14.09169675323659,0,0,0,17,34.43380249250477,97.94270042180099,97.33383237019108,13026.64529011594,17.3428262791526,63.171328099643546,2025.273137889725,24.57850799104775,3611.736364426618
Country C,East,2020,Lake,Chlorination,89.35690937539829,5.488146428245395,8.407034512385316,3.0033529280900675,24.591698360371534,13.889945848262549,139,37,4,22,11.337536466815207,44.310035406277606,44.975296266743214,6611.848707114513,23.607972675289325,40.06675244052305,1180.1382924770794,10.833769210864265,441.00368714509744
Country B,West,2022,Spring,None,92.29262707269679,8.520339409991859,6.912836859228158,6.786696215632432,24.073300481456393,5.890937697158741,452,59,0,17,24.80246872272296,92.98067798889176,39.33765576409177,8522.65031299038,91.83554413434126,80.42301023934877,2434.8500680123934,17.156034706732434,3336.3981256000066
Country A,West,2021,Piped,UV,5.967256146371991,7.297180769189078,8.145470098787344,2.5985996705863164,26.231902372858677,1.8921812230118995,275,57,6,19,7.9912612479280165,67.49277000571884,95.04655853837029,12327.828127758712,42.27234084141676,34.81697032927086,516.9216302197544,30.38537614176744,4552.59832205268
Country B,South,2021,Piped,Filtration,74.23154311726327,7.951536528849131,3.7865580061180126,11.351263236946767,5.7712439306145615,11.370431169256946,108,18,0,19,37.25698769527726,52.009361008813215,49.972479972877,15313.67823955113,99.09722302822104,61.568242576476194,1598.1786150544576,24.035280275844443,4526.041481162802
Country C,Central,2018,Spring,None,62.47672842609319,7.436641357572732,8.378688569455036,8.73019652178374,41.92789273086488,17.46626267306918,304,51,10,29,37.00270312227571,47.79201256862822,79.07432253913194,2376.6871445346105,67.01101801639304,63.5977915899489,1289.59309113392,12.35306282924125,4058.928058603949
Country C,North,2020,Lake,None,71.03211630171997,5.893023665524156,6.894293375529625,4.186535310193195,15.575618378850315,1.2016125661113675,246,68,0,13,15.717181374949401,89.82539715711141,32.04360123279582,3762.2916730442075,57.27856269043391,83.8872132876799,1353.713424293847,28.513518434377634,4827.9732064381915
Country A,North,2023,Lake,UV,59.138748074686056,7.0053715068453375,9.960563896860936,11.582893678689281,21.346657116050377,7.945353840825744,7,27,0,14,20.260674171235994,90.07157761220947,55.385813141561144,7708.859413575707,14.344397818322395,16.60959199894065,875.7808887363617,39.289280967325126,1480.1343100509691
